UTC_0_0,Latitude,Longitude,Elevation,Heading,DepthBelowTransducer
2021-03-03T00:38:17.00,45.4912,-123.2259,14,316.9601,14.0000
2021-03-03T00:38:18.00,45.4912,-123.2259,14,310.7591,14.0000
2021-03-03T00:38:19.00,45.4912,-123.2259,14,308.8725,14.0000
2021-03-03T00:38:20.00,45.4912,-123.2259,14,312.9085,14.0000
2021-03-03T00:38:21.00,45.4912,-123.2259,14,319.3152,14.0000
2021-03-03T00:38:22.00,45.4913,-123.2260,14,324.8507,14.0000
2021-03-03T00:38:23.00,45.4913,-123.2260,14,327.8467,14.0000
2021-03-03T00:38:24.00,45.4913,-123.2260,14,328.7796,14.0000
2021-03-03T00:38:25.00,45.4913,-123.2260,14,330.0822,14.0000
2021-03-03T00:38:26.00,45.4913,-123.2260,14,329.2092,14.0000
2021-03-03T00:38:27.00,45.4913,-123.2260,14,325.9465,14.0000
2021-03-03T00:38:28.00,45.4913,-123.2260,14,320.0299,14.0000
2021-03-03T00:38:29.00,45.4913,-123.2260,14,312.4528,14.0000
2021-03-03T00:38:30.00,45.4913,-123.2260,14,307.0525,14.0000
2021-03-03T00:38:31.00,45.4913,-123.2261,14,306.4029,14.0000
2021-03-03T00:38:32.00,45.4914,-123.2261,14,309.9303,14.0000
2021-03-03T00:38:33.00,45.4914,-123.2261,14,314.6694,14.0000
2021-03-03T00:38:34.00,45.4914,-123.2261,14,319.2109,14.0000
2021-03-03T00:38:35.00,45.4914,-123.2261,14,322.1712,14.0000
2021-03-03T00:38:36.00,45.4914,-123.2261,14,323.6933,14.0000
2021-03-03T00:38:37.00,45.4914,-123.2261,14,323.9182,14.0000
2021-03-03T00:38:38.00,45.4914,-123.2262,14,320.3231,14.0000
2021-03-03T00:38:39.00,45.4914,-123.2262,14,312.3702,14.0000
2021-03-03T00:38:40.00,45.4915,-123.2262,14,306.7122,14.0000
2021-03-03T00:38:41.00,45.4915,-123.2262,14,304.3241,14.0000
2021-03-03T00:38:42.00,45.4915,-123.2262,14,306.0008,14.0000
2021-03-03T00:38:43.00,45.4915,-123.2262,14,314.2364,14.0000
2021-03-03T00:38:44.00,45.4915,-123.2262,14,326.0486,14.0000
2021-03-03T00:38:45.00,45.4915,-123.2263,14,331.8253,14.0000
2021-03-03T00:38:46.00,45.4915,-123.2263,14,333.5127,14.0000
2021-03-03T00:38:47.00,45.4915,-123.2263,14,331.7731,14.0000
2021-03-03T00:38:48.00,45.4915,-123.2263,14,327.0944,14.0000
2021-03-03T00:38:49.00,45.4915,-123.2263,14,320.8731,14.0000
2021-03-03T00:38:50.00,45.4915,-123.2263,14,314.8949,14.0000
2021-03-03T00:38:51.00,45.4916,-123.2263,14,310.7751,14.0000
2021-03-03T00:38:52.00,45.4916,-123.2263,14,312.2344,14.0000
2021-03-03T00:38:53.00,45.4916,-123.2264,14,317.4765,14.0000
2021-03-03T00:38:54.00,45.4916,-123.2264,14,324.1223,14.0000
2021-03-03T00:38:55.00,45.4916,-123.2264,14,326.8566,14.0000
2021-03-03T00:38:56.00,45.4916,-123.2264,14,327.8151,14.0000
2021-03-03T00:38:57.00,45.4916,-123.2264,14,326.8073,14.0000
2021-03-03T00:38:58.00,45.4916,-123.2264,14,322.1008,14.0000
2021-03-03T00:38:59.00,45.4917,-123.2264,14,315.0029,14.0000
2021-03-03T00:39:00.00,45.4917,-123.2264,14,309.1780,14.0000
2021-03-03T00:39:01.00,45.4917,-123.2265,14,306.4074,14.0000
2021-03-03T00:39:02.00,45.4917,-123.2265,14,307.7280,14.0000
2021-03-03T00:39:03.00,45.4917,-123.2265,14,315.8434,14.0000
2021-03-03T00:39:04.00,45.4917,-123.2265,14,324.6978,14.0000
2021-03-03T00:39:05.00,45.4917,-123.2265,14,329.6024,14.0000
2021-03-03T00:39:06.00,45.4917,-123.2265,14,331.4190,14.0000
2021-03-03T00:39:07.00,45.4917,-123.2265,14,329.2727,14.0000
2021-03-03T00:39:08.00,45.4918,-123.2265,14,323.7796,14.0000
2021-03-03T00:39:09.00,45.4918,-123.2266,14,317.2708,14.0000
2021-03-03T00:39:10.00,45.4918,-123.2266,14,311.5522,14.0000
2021-03-03T00:39:11.00,45.4918,-123.2266,14,309.1683,14.0000
2021-03-03T00:39:12.00,45.4918,-123.2266,14,311.2397,14.0000
2021-03-03T00:39:13.00,45.4918,-123.2266,14,317.4759,14.0000
2021-03-03T00:39:14.00,45.4918,-123.2266,14,324.8922,14.0000
2021-03-03T00:39:15.00,45.4918,-123.2266,14,328.8266,14.0000
2021-03-03T00:39:16.00,45.4918,-123.2267,14,330.0210,14.0000
2021-03-03T00:39:17.00,45.4918,-123.2267,14,327.1366,14.0000
2021-03-03T00:39:18.00,45.4918,-123.2267,14,321.3346,14.0000
2021-03-03T00:39:19.00,45.4919,-123.2267,14,314.1711,14.0000
2021-03-03T00:39:20.00,45.4919,-123.2267,14,308.7001,14.0000
2021-03-03T00:39:21.00,45.4919,-123.2267,14,307.9555,14.0000
